sku,nombre,zona,rack_id,cantidad,peso_kg,categoria
SKU-0615,Pechuga de Pollo 1kg #98,TC,TC-R7-C20,87,3.19,carnes
SKU-0616,Cuaderno Espiral A4 #76,DRY,DRY-R20-C43,363,9.36,limpieza
SKU-0617,Queso Edam 500g #46,TC,TC-R4-C5,137,3.95,lacteos
SKU-0618,Helado de Vainilla 1L #76,TC,TC-R21-C6,114,1.85,carnes
SKU-0619,Agua Mineral Fria 1.5L #36,TC,TC-R8-C20,94,4.67,lacteos
SKU-0620,Yogurt Natural 1kg #24,TC,TC-R27-C23,136,2.91,lacteos
SKU-0621,Yogurt Natural 1kg #22,TC,TC-R34-C24,69,1.35,lacteos
SKU-0622,Galletas de Soda x12 #69,DRY,DRY-R28-C31,94,1.54,snacks
SKU-0623,Papas Pringles Original #56,DRY,DRY-R5-C46,64,6.42,libros
SKU-0624,Leche UHT 1L #27,TC,TC-R26-C18,94,3.27,lacteos
SKU-0625,Helado de Vainilla 1L #21,TC,TC-R21-C11,56,4.09,farmacia
SKU-0626,Cerveza Premium 6pack #44,TC,TC-R27-C23,227,1.99,farmacia
SKU-0627,Libro Novela Ficción #31,DRY,DRY-R34-C34,376,2.03,electro
SKU-0628,Queso Edam 500g #63,TC,TC-R17-C17,155,2.47,carnes
SKU-0629,Bloques de Construcción #58,DRY,DRY-R25-C48,446,9.19,abarrotes
SKU-0630,Azúcar Rubia 1kg #71,DRY,DRY-R10-C55,215,1.74,libros
SKU-0631,Galletas de Soda x12 #93,DRY,DRY-R6-C46,449,0.23,limpieza
SKU-0632,Muñeca de Moda #82,DRY,DRY-R32-C40,347,14.67,libros
SKU-0633,Toalla de Baño #98,DRY,DRY-R15-C34,377,6.52,hogar
SKU-0634,Suero Fisiológico #29,TC,TC-R29-C23,238,4.15,congelados
SKU-0635,Papel Toalla x6 #92,DRY,DRY-R20-C37,245,7.61,limpieza
SKU-0636,Fideos Tallarín 500g #19,DRY,DRY-R15-C55,174,4.84,libros
SKU-0637,Toalla de Baño #38,DRY,DRY-R17-C58,211,9.67,limpieza
SKU-0638,Cargador Carga Rápida #66,DRY,DRY-R29-C52,260,1.37,limpieza
SKU-0639,Sartén Antiadherente 24cm #93,DRY,DRY-R23-C30,216,1.58,limpieza
SKU-0640,Leche UHT 1L #21,TC,TC-R34-C21,168,3.06,bebidas_frias
SKU-0641,Set de Cubiertos x24 #36,DRY,DRY-R7-C54,191,14.26,hogar
SKU-0642,Atún en Conserva 170g #68,DRY,DRY-R26-C46,322,8.42,libros
SKU-0643,Cuaderno Espiral A4 #56,DRY,DRY-R34-C52,393,1.75,juguetes
SKU-0644,Ch chocolates Milk 100g #55,DRY,DRY-R13-C45,196,8.24,limpieza
SKU-0645,Fideos Tallarín 500g #73,DRY,DRY-R33-C36,385,12.34,limpieza
SKU-0646,Galletas de Soda x12 #88,DRY,DRY-R32-C39,481,2.85,limpieza
SKU-0647,Cargador Carga Rápida #34,DRY,DRY-R33-C46,217,1.66,abarrotes
SKU-0648,Queso Edam 500g #67,TC,TC-R6-C14,139,3.33,bebidas_frias
SKU-0649,Leche UHT 1L #77,TC,TC-R34-C20,249,0.34,farmacia
SKU-0650,Sartén Antiadherente 24cm #75,DRY,DRY-R11-C39,93,10.39,hogar
SKU-0651,Arroz Extra 5kg #59,DRY,DRY-R15-C46,201,7.59,abarrotes
SKU-0652,Atún en Conserva 170g #45,DRY,DRY-R5-C51,155,14.46,hogar
SKU-0653,Azúcar Rubia 1kg #62,DRY,DRY-R6-C57,364,4.52,abarrotes
SKU-0654,Set de Cubiertos x24 #90,DRY,DRY-R25-C40,324,3.05,snacks
SKU-0655,Café Instantáneo 200g #96,DRY,DRY-R25-C36,337,14.72,juguetes
SKU-0656,Toalla de Baño #79,DRY,DRY-R16-C46,394,10.67,abarrotes
SKU-0657,Bebida Energética 500ml #96,TC,TC-R9-C21,146,4.48,farmacia
SKU-0658,Leche UHT 1L #76,TC,TC-R31-C3,47,0.22,farmacia
SKU-0659,Pechuga de Pollo 1kg #44,TC,TC-R11-C21,83,3.95,lacteos
SKU-0660,Detergente Líquico 3L #98,DRY,DRY-R17-C45,282,3.1,abarrotes
SKU-0661,Queso Edam 500g #88,TC,TC-R14-C24,153,3.41,farmacia
SKU-0662,Libro Novela Ficción #81,DRY,DRY-R27-C49,406,3.6,juguetes
SKU-0663,Papas Pringles Original #98,DRY,DRY-R25-C31,203,13.9,juguetes
SKU-0664,Cuaderno Espiral A4 #50,DRY,DRY-R19-C58,385,0.85,libros
SKU-0665,Cerveza Premium 6pack #38,TC,TC-R9-C18,175,3.55,bebidas_frias
SKU-0666,Pechuga de Pollo 1kg #34,TC,TC-R9-C9,184,2.3,bebidas_frias
SKU-0667,Queso Edam 500g #58,TC,TC-R26-C2,152,2.2,carnes
SKU-0668,Helado de Vainilla 1L #10,TC,TC-R30-C9,249,2.39,carnes
SKU-0669,Vacuna Gripe A #86,TC,TC-R32-C2,170,3.89,carnes
SKU-0670,Papas Pringles Original #72,DRY,DRY-R17-C58,406,5.4,juguetes
SKU-0671,Atún en Conserva 170g #33,DRY,DRY-R16-C57,263,1.07,hogar
SKU-0672,Suero Fisiológico #21,TC,TC-R8-C11,64,1.18,bebidas_frias
SKU-0673,Café Instantáneo 200g #47,DRY,DRY-R26-C40,321,14.26,snacks
SKU-0674,Libro Novela Ficción #11,DRY,DRY-R5-C36,233,10.05,hogar
SKU-0675,Lomo de Cerdo 1kg #15,TC,TC-R5-C20,107,4.44,bebidas_frias
SKU-0676,Té Filtrante 100un #42,DRY,DRY-R6-C58,17,10.87,limpieza
SKU-0677,Café Instantáneo 200g #75,DRY,DRY-R33-C55,27,6.71,libros
SKU-0678,Vacuna Gripe A #75,TC,TC-R18-C3,52,4.75,carnes
SKU-0679,Set de Cubiertos x24 #78,DRY,DRY-R11-C30,112,9.42,libros
SKU-0680,Aceite Vegetal 1L #97,DRY,DRY-R34-C51,110,12.54,libros
SKU-0681,Audífonos Bluetooth #92,DRY,DRY-R20-C33,83,11.22,juguetes
SKU-0682,Jugo Naranja 2L #21,TC,TC-R13-C3,213,0.37,congelados
SKU-0683,Lomo de Cerdo 1kg #43,TC,TC-R9-C12,171,2.0,lacteos
SKU-0684,Papel Toalla x6 #59,DRY,DRY-R9-C36,333,8.05,snacks
SKU-0685,Muñeca de Moda #15,DRY,DRY-R21-C33,262,5.4,limpieza
SKU-0686,Yogurt Natural 1kg #46,TC,TC-R19-C21,107,4.64,congelados
SKU-0687,Agua Mineral Fria 1.5L #30,TC,TC-R17-C15,201,1.18,lacteos
SKU-0688,Papas Fritas Congeladas 1kg #91,TC,TC-R20-C5,237,1.56,bebidas_frias
SKU-0689,Libro Novela Ficción #57,DRY,DRY-R16-C30,289,8.33,libros
SKU-0690,Leche UHT 1L #83,TC,TC-R20-C17,150,2.03,lacteos
SKU-0691,Aceite Vegetal 1L #54,DRY,DRY-R18-C40,335,6.22,snacks
SKU-0692,Fideos Tallarín 500g #33,DRY,DRY-R29-C40,134,9.27,abarrotes
SKU-0693,Jugo Naranja 2L #80,TC,TC-R8-C14,28,3.26,carnes
SKU-0694,Helado de Vainilla 1L #22,TC,TC-R19-C6,134,3.66,lacteos
SKU-0695,Azúcar Rubia 1kg #95,DRY,DRY-R13-C42,322,1.55,snacks
SKU-0696,Vacuna Gripe A #72,TC,TC-R33-C12,178,1.71,carnes
SKU-0697,Mantequilla con sal 200g #82,TC,TC-R4-C17,90,1.89,bebidas_frias
SKU-0698,Papel Toalla x6 #50,DRY,DRY-R26-C42,369,11.8,abarrotes
SKU-0699,Galletas de Soda x12 #56,DRY,DRY-R27-C36,174,10.21,electro
SKU-0700,Cargador Carga Rápida #55,DRY,DRY-R28-C45,60,7.33,electro
SKU-0701,Yogurt Natural 1kg #45,TC,TC-R8-C24,238,4.15,bebidas_frias
SKU-0702,Libro Novela Ficción #19,DRY,DRY-R25-C33,439,13.39,snacks
SKU-0703,Muñeca de Moda #84,DRY,DRY-R13-C51,113,11.55,limpieza
SKU-0704,Galletas de Soda x12 #79,DRY,DRY-R5-C58,401,7.11,hogar
SKU-0705,Lomo de Cerdo 1kg #85,TC,TC-R33-C20,44,4.3,farmacia
SKU-0706,Jabón Lavavajillas 500ml #60,DRY,DRY-R30-C48,344,7.56,hogar
SKU-0707,Salchicha Viena x10 #75,TC,TC-R18-C5,55,2.29,bebidas_frias
SKU-0708,Cuaderno Espiral A4 #28,DRY,DRY-R6-C55,25,14.09,hogar
SKU-0709,Lomo de Cerdo 1kg #18,TC,TC-R25-C8,20,1.91,farmacia
SKU-0710,Café Instantáneo 200g #59,DRY,DRY-R21-C54,456,13.77,hogar
SKU-0711,Queso Edam 500g #76,TC,TC-R9-C18,223,4.17,congelados
SKU-0712,Set de Cubiertos x24 #82,DRY,DRY-R8-C39,198,5.68,hogar
SKU-0713,Helado de Vainilla 1L #58,TC,TC-R33-C6,100,2.63,lacteos
SKU-0714,Sartén Antiadherente 24cm #71,DRY,DRY-R10-C30,76,7.55,snacks
SKU-0715,Jabón Lavavajillas 500ml #75,DRY,DRY-R32-C43,100,3.21,abarrotes
SKU-0716,Queso Edam 500g #94,TC,TC-R5-C8,94,2.13,bebidas_frias
SKU-0717,Cuaderno Espiral A4 #71,DRY,DRY-R32-C54,87,3.2,electro
SKU-0718,Papel Toalla x6 #41,DRY,DRY-R20-C31,308,1.96,electro
SKU-0719,Jugo Naranja 2L #83,TC,TC-R22-C5,76,0.37,bebidas_frias
SKU-0720,Té Filtrante 100un #86,DRY,DRY-R32-C58,454,9.58,hogar
SKU-0721,Papas Pringles Original #20,DRY,DRY-R23-C40,246,6.77,juguetes
SKU-0722,Atún en Conserva 170g #62,DRY,DRY-R5-C37,425,11.93,abarrotes
SKU-0723,Cuaderno Espiral A4 #75,DRY,DRY-R14-C43,356,2.56,hogar
SKU-0724,Yogurt Natural 1kg #39,TC,TC-R25-C11,37,1.99,farmacia
SKU-0725,Bebida Energética 500ml #29,TC,TC-R26-C17,131,0.57,bebidas_frias
SKU-0726,Detergente Líquico 3L #78,DRY,DRY-R28-C55,52,11.3,hogar
SKU-0727,Bloques de Construcción #79,DRY,DRY-R5-C30,401,13.46,abarrotes
SKU-0728,Toalla de Baño #63,DRY,DRY-R6-C49,362,13.13,electro
SKU-0729,Sartén Antiadherente 24cm #58,DRY,DRY-R15-C48,384,8.86,abarrotes
SKU-0730,Muñeca de Moda #22,DRY,DRY-R4-C52,249,2.05,libros
SKU-0731,Jabón Lavavajillas 500ml #46,DRY,DRY-R9-C58,101,6.16,libros
SKU-0732,Queso Edam 500g #76,TC,TC-R7-C2,62,1.94,lacteos
SKU-0733,Audífonos Bluetooth #56,DRY,DRY-R28-C34,338,2.36,snacks
SKU-0734,Set de Cubiertos x24 #64,DRY,DRY-R33-C58,146,5.52,snacks
SKU-0735,Aceite Vegetal 1L #62,DRY,DRY-R19-C58,252,11.77,electro
SKU-0736,Agua Mineral Fria 1.5L #42,TC,TC-R17-C9,208,2.93,bebidas_frias
SKU-0737,Azúcar Rubia 1kg #94,DRY,DRY-R9-C36,233,11.23,juguetes
SKU-0738,Arroz Extra 5kg #37,DRY,DRY-R33-C55,178,6.04,abarrotes
SKU-0739,Cuaderno Espiral A4 #16,DRY,DRY-R25-C37,330,5.87,hogar
SKU-0740,Mantequilla con sal 200g #70,TC,TC-R22-C17,26,2.23,lacteos
SKU-0741,Yogurt Natural 1kg #87,TC,TC-R25-C2,248,3.65,congelados
SKU-0742,Libro Novela Ficción #76,DRY,DRY-R7-C45,310,10.69,hogar
SKU-0743,Agua Mineral Fria 1.5L #66,TC,TC-R9-C2,178,1.09,carnes
SKU-0744,Papas Pringles Original #34,DRY,DRY-R9-C31,266,11.77,hogar
SKU-0745,Bloques de Construcción #31,DRY,DRY-R11-C31,340,5.43,abarrotes
SKU-0746,Yogurt Natural 1kg #45,TC,TC-R28-C21,181,2.06,carnes
SKU-0747,Pechuga de Pollo 1kg #76,TC,TC-R11-C2,27,3.71,bebidas_frias
SKU-0748,Papas Pringles Original #81,DRY,DRY-R13-C48,422,5.24,hogar
SKU-0749,Pechuga de Pollo 1kg #68,TC,TC-R7-C12,76,2.92,bebidas_frias
SKU-0750,Queso Edam 500g #81,TC,TC-R13-C3,97,2.57,bebidas_frias
SKU-0751,Toalla de Baño #42,DRY,DRY-R34-C57,299,12.21,libros
SKU-0752,Suero Fisiológico #82,TC,TC-R20-C14,203,3.87,farmacia
SKU-0753,Cerveza Premium 6pack #85,TC,TC-R10-C24,39,0.23,farmacia
SKU-0754,Lomo de Cerdo 1kg #96,TC,TC-R16-C20,90,1.23,farmacia
SKU-0755,Toalla de Baño #78,DRY,DRY-R14-C30,139,10.53,snacks
SKU-0756,Suero Fisiológico #96,TC,TC-R10-C21,29,4.12,lacteos
SKU-0757,Sartén Antiadherente 24cm #50,DRY,DRY-R19-C48,298,3.32,abarrotes
SKU-0758,Agua Mineral Fria 1.5L #35,TC,TC-R8-C8,233,3.7,carnes
SKU-0759,Pechuga de Pollo 1kg #41,TC,TC-R28-C23,49,3.13,carnes
SKU-0760,Jabón Lavavajillas 500ml #96,DRY,DRY-R16-C55,396,9.23,limpieza
SKU-0761,Sartén Antiadherente 24cm #57,DRY,DRY-R7-C46,456,7.41,limpieza
SKU-0762,Galletas de Soda x12 #72,DRY,DRY-R18-C39,473,14.77,libros
SKU-0763,Atún en Conserva 170g #83,DRY,DRY-R20-C36,414,0.86,electro
SKU-0764,Detergente Líquico 3L #74,DRY,DRY-R11-C48,356,5.94,hogar
SKU-0765,Arroz Extra 5kg #99,DRY,DRY-R13-C57,357,6.93,electro
SKU-0766,Suero Fisiológico #84,TC,TC-R28-C3,166,1.69,carnes
SKU-0767,Set de Cubiertos x24 #43,DRY,DRY-R15-C42,495,4.08,abarrotes
SKU-0768,Fideos Tallarín 500g #73,DRY,DRY-R34-C51,363,3.2,snacks
SKU-0769,Té Filtrante 100un #45,DRY,DRY-R32-C52,72,2.74,snacks
SKU-0770,Atún en Conserva 170g #22,DRY,DRY-R20-C43,289,12.07,juguetes
SKU-0771,Aceite Vegetal 1L #28,DRY,DRY-R13-C37,9,7.12,electro
SKU-0772,Mantequilla con sal 200g #90,TC,TC-R7-C15,90,2.72,farmacia
SKU-0773,Galletas de Soda x12 #81,DRY,DRY-R25-C31,358,6.01,snacks
SKU-0774,Helado de Vainilla 1L #70,TC,TC-R29-C23,125,3.19,carnes
SKU-0775,Café Instantáneo 200g #56,DRY,DRY-R28-C58,419,8.38,snacks
SKU-0776,Bebida Energética 500ml #25,TC,TC-R9-C11,165,4.35,lacteos
SKU-0777,Salchicha Viena x10 #46,TC,TC-R11-C11,140,1.69,bebidas_frias
SKU-0778,Cargador Carga Rápida #20,DRY,DRY-R18-C49,242,9.22,juguetes
SKU-0779,Fideos Tallarín 500g #91,DRY,DRY-R32-C46,318,6.36,abarrotes
SKU-0780,Jabón Lavavajillas 500ml #20,DRY,DRY-R26-C37,165,5.19,libros
SKU-0781,Helado de Vainilla 1L #87,TC,TC-R16-C18,237,2.04,congelados
SKU-0782,Café Instantáneo 200g #85,DRY,DRY-R16-C57,216,14.48,libros
SKU-0783,Mantequilla con sal 200g #40,TC,TC-R25-C18,200,1.33,lacteos
SKU-0784,Aceite Vegetal 1L #31,DRY,DRY-R4-C51,37,1.59,limpieza
SKU-0785,Set de Cubiertos x24 #16,DRY,DRY-R32-C30,273,11.58,electro
SKU-0786,Arroz Extra 5kg #43,DRY,DRY-R19-C37,481,1.31,limpieza
SKU-0787,Atún en Conserva 170g #41,DRY,DRY-R4-C45,69,6.68,snacks
SKU-0788,Leche UHT 1L #14,TC,TC-R26-C18,244,1.85,carnes
SKU-0789,Cerveza Premium 6pack #79,TC,TC-R29-C8,44,2.79,farmacia
SKU-0790,Set de Cubiertos x24 #32,DRY,DRY-R7-C54,330,9.48,juguetes
SKU-0791,Toalla de Baño #91,DRY,DRY-R30-C57,182,4.68,electro
SKU-0792,Jabón Lavavajillas 500ml #66,DRY,DRY-R31-C45,138,5.52,abarrotes
SKU-0793,Leche UHT 1L #76,TC,TC-R16-C23,44,3.82,lacteos
SKU-0794,Leche UHT 1L #98,TC,TC-R25-C14,132,4.74,farmacia
SKU-0795,Papas Fritas Congeladas 1kg #86,TC,TC-R6-C8,150,4.0,farmacia
SKU-0796,Bebida Energética 500ml #60,TC,TC-R16-C8,198,0.9,farmacia
SKU-0797,Té Filtrante 100un #38,DRY,DRY-R13-C43,325,1.23,libros
SKU-0798,Helado de Vainilla 1L #46,TC,TC-R18-C18,217,3.74,bebidas_frias
SKU-0799,Yogurt Natural 1kg #33,TC,TC-R16-C5,173,1.52,carnes
SKU-0800,Galletas de Soda x12 #99,DRY,DRY-R15-C55,14,2.86,electro
SKU-0801,Leche UHT 1L #33,TC,TC-R29-C3,42,1.48,bebidas_frias
SKU-0802,Papel Toalla x6 #39,DRY,DRY-R9-C34,257,2.3,juguetes
SKU-0803,Papas Fritas Congeladas 1kg #73,TC,TC-R21-C11,212,2.37,farmacia
SKU-0804,Mantequilla con sal 200g #17,TC,TC-R26-C8,28,3.9,lacteos
SKU-0805,Aceite Vegetal 1L #42,DRY,DRY-R18-C49,67,12.43,abarrotes
SKU-0806,Atún en Conserva 170g #59,DRY,DRY-R23-C52,22,3.75,juguetes
SKU-0807,Pechuga de Pollo 1kg #70,TC,TC-R31-C11,89,3.44,lacteos
SKU-0808,Libro Novela Ficción #15,DRY,DRY-R16-C58,134,7.84,abarrotes
SKU-0809,Aceite Vegetal 1L #56,DRY,DRY-R30-C31,116,12.96,snacks
SKU-0810,Libro Novela Ficción #65,DRY,DRY-R18-C46,411,0.28,abarrotes
SKU-0811,Suero Fisiológico #41,TC,TC-R8-C2,158,4.85,lacteos
SKU-0812,Bloques de Construcción #29,DRY,DRY-R7-C49,132,11.57,electro
SKU-0813,Vacuna Gripe A #90,TC,TC-R5-C3,175,0.39,lacteos
SKU-0814,Queso Edam 500g #26,TC,TC-R22-C14,152,1.24,bebidas_frias
SKU-0815,Café Instantáneo 200g #66,DRY,DRY-R29-C39,198,0.37,libros
SKU-0816,Helado de Vainilla 1L #15,TC,TC-R21-C14,153,3.56,carnes
SKU-0817,Pechuga de Pollo 1kg #82,TC,TC-R13-C6,92,2.76,farmacia
SKU-0818,Bloques de Construcción #80,DRY,DRY-R25-C37,84,1.08,snacks
SKU-0819,Galletas de Soda x12 #79,DRY,DRY-R33-C48,402,6.84,libros
SKU-0820,Fideos Tallarín 500g #12,DRY,DRY-R30-C48,127,11.65,electro
SKU-0821,Suero Fisiológico #34,TC,TC-R11-C15,206,3.45,lacteos
SKU-0822,Papas Pringles Original #51,DRY,DRY-R18-C51,61,9.63,hogar
SKU-0823,Jugo Naranja 2L #26,TC,TC-R8-C6,61,4.38,lacteos
SKU-0824,Queso Edam 500g #14,TC,TC-R6-C17,109,3.24,carnes
SKU-0825,Bloques de Construcción #99,DRY,DRY-R5-C43,118,0.78,hogar
SKU-0826,Papel Toalla x6 #36,DRY,DRY-R15-C55,431,13.93,limpieza
SKU-0827,Insulina Rápida #81,TC,TC-R7-C21,116,4.7,lacteos
SKU-0828,Detergente Líquico 3L #88,DRY,DRY-R16-C43,380,7.96,libros
SKU-0829,Yogurt Natural 1kg #37,TC,TC-R8-C15,195,0.58,congelados
SKU-0830,Pechuga de Pollo 1kg #34,TC,TC-R13-C15,155,3.32,farmacia
SKU-0831,Set de Cubiertos x24 #81,DRY,DRY-R25-C51,397,11.2,abarrotes
SKU-0832,Cuaderno Espiral A4 #68,DRY,DRY-R6-C52,90,13.25,snacks
SKU-0833,Té Filtrante 100un #74,DRY,DRY-R32-C46,278,9.88,hogar
SKU-0834,Café Instantáneo 200g #50,DRY,DRY-R17-C58,171,14.87,electro
SKU-0835,Libro Novela Ficción #65,DRY,DRY-R17-C46,293,9.15,electro
SKU-0836,Set de Cubiertos x24 #42,DRY,DRY-R26-C48,234,14.43,electro
SKU-0837,Detergente Líquico 3L #46,DRY,DRY-R21-C30,460,7.79,limpieza
SKU-0838,Lomo de Cerdo 1kg #37,TC,TC-R7-C24,207,1.64,congelados
SKU-0839,Galletas de Soda x12 #80,DRY,DRY-R5-C57,479,8.37,juguetes
SKU-0840,Detergente Líquico 3L #68,DRY,DRY-R21-C48,140,2.38,limpieza
SKU-0841,Lomo de Cerdo 1kg #39,TC,TC-R20-C8,33,4.07,bebidas_frias
SKU-0842,Aceite Vegetal 1L #19,DRY,DRY-R18-C46,93,11.9,hogar
SKU-0843,Muñeca de Moda #22,DRY,DRY-R22-C45,418,0.61,juguetes
SKU-0844,Detergente Líquico 3L #52,DRY,DRY-R13-C48,227,13.2,limpieza
SKU-0845,Arroz Extra 5kg #39,DRY,DRY-R16-C30,328,9.53,libros
SKU-0846,Jugo Naranja 2L #50,TC,TC-R20-C15,93,2.87,congelados
SKU-0847,Azúcar Rubia 1kg #16,DRY,DRY-R31-C49,390,14.57,abarrotes
SKU-0848,Jabón Lavavajillas 500ml #38,DRY,DRY-R11-C52,206,4.38,hogar
SKU-0849,Yogurt Natural 1kg #70,TC,TC-R6-C17,150,3.75,congelados
SKU-0850,Suero Fisiológico #74,TC,TC-R25-C12,43,3.89,lacteos
SKU-0851,Set de Cubiertos x24 #35,DRY,DRY-R10-C55,297,5.96,electro
SKU-0852,Lomo de Cerdo 1kg #41,TC,TC-R11-C3,120,1.4,bebidas_frias
SKU-0853,Yogurt Natural 1kg #24,TC,TC-R30-C18,103,2.13,bebidas_frias
SKU-0854,Insulina Rápida #86,TC,TC-R21-C18,88,0.22,congelados
SKU-0855,Cerveza Premium 6pack #89,TC,TC-R21-C5,246,2.26,congelados
SKU-0856,Cuaderno Espiral A4 #57,DRY,DRY-R19-C37,441,11.38,abarrotes
SKU-0857,Lomo de Cerdo 1kg #89,TC,TC-R22-C5,219,4.36,lacteos
SKU-0858,Queso Edam 500g #49,TC,TC-R33-C12,94,2.41,congelados
SKU-0859,Pechuga de Pollo 1kg #36,TC,TC-R23-C15,76,2.66,bebidas_frias
SKU-0860,Azúcar Rubia 1kg #98,DRY,DRY-R23-C30,468,5.68,hogar
SKU-0861,Galletas de Soda x12 #31,DRY,DRY-R7-C33,409,4.3,limpieza
SKU-0862,Detergente Líquico 3L #69,DRY,DRY-R13-C30,343,1.05,snacks
SKU-0863,Queso Edam 500g #12,TC,TC-R8-C9,176,4.35,congelados
SKU-0864,Queso Edam 500g #50,TC,TC-R21-C14,146,4.35,farmacia
SKU-0865,Cerveza Premium 6pack #81,TC,TC-R21-C20,73,0.21,carnes
SKU-0866,Ch chocolates Milk 100g #72,DRY,DRY-R31-C49,14,11.18,snacks
SKU-0867,Insulina Rápida #90,TC,TC-R14-C9,138,1.26,congelados
SKU-0868,Helado de Vainilla 1L #59,TC,TC-R26-C24,17,5.0,lacteos
SKU-0869,Atún en Conserva 170g #29,DRY,DRY-R5-C48,341,13.46,snacks
SKU-0870,Lomo de Cerdo 1kg #63,TC,TC-R11-C8,119,2.91,farmacia
SKU-0871,Ch chocolates Milk 100g #67,DRY,DRY-R8-C58,339,2.02,hogar
SKU-0872,Pechuga de Pollo 1kg #27,TC,TC-R18-C9,240,3.47,bebidas_frias
SKU-0873,Audífonos Bluetooth #28,DRY,DRY-R33-C58,167,13.76,abarrotes
SKU-0874,Queso Edam 500g #33,TC,TC-R22-C9,47,4.21,bebidas_frias
SKU-0875,Ch chocolates Milk 100g #62,DRY,DRY-R20-C51,386,4.59,libros
SKU-0876,Galletas de Soda x12 #29,DRY,DRY-R23-C39,99,1.65,juguetes
SKU-0877,Helado de Vainilla 1L #87,TC,TC-R4-C17,162,3.1,bebidas_frias
SKU-0878,Insulina Rápida #20,TC,TC-R8-C20,44,3.92,lacteos
SKU-0879,Sartén Antiadherente 24cm #93,DRY,DRY-R9-C49,203,2.8,hogar
SKU-0880,Fideos Tallarín 500g #34,DRY,DRY-R34-C40,396,0.53,abarrotes
SKU-0881,Audífonos Bluetooth #38,DRY,DRY-R8-C40,38,11.38,snacks
SKU-0882,Agua Mineral Fria 1.5L #98,TC,TC-R27-C9,237,4.35,farmacia
SKU-0883,Jugo Naranja 2L #87,TC,TC-R34-C20,194,4.14,farmacia
SKU-0884,Jugo Naranja 2L #76,TC,TC-R32-C3,221,2.31,bebidas_frias
SKU-0885,Toalla de Baño #78,DRY,DRY-R34-C49,25,14.76,abarrotes
SKU-0886,Libro Novela Ficción #16,DRY,DRY-R26-C39,208,4.4,hogar
SKU-0887,Papas Pringles Original #69,DRY,DRY-R31-C37,318,6.37,libros
SKU-0888,Toalla de Baño #28,DRY,DRY-R15-C54,236,12.46,juguetes
SKU-0889,Queso Edam 500g #33,TC,TC-R27-C21,238,2.97,bebidas_frias
SKU-0890,Té Filtrante 100un #62,DRY,DRY-R17-C46,96,6.79,abarrotes
SKU-0891,Aceite Vegetal 1L #68,DRY,DRY-R9-C34,359,3.79,juguetes
SKU-0892,Fideos Tallarín 500g #25,DRY,DRY-R10-C34,235,1.76,juguetes
SKU-0893,Toalla de Baño #59,DRY,DRY-R5-C57,86,9.2,limpieza
SKU-0894,Jugo Naranja 2L #31,TC,TC-R32-C9,178,2.87,farmacia
SKU-0895,Azúcar Rubia 1kg #32,DRY,DRY-R29-C31,163,6.32,abarrotes
SKU-0896,Papas Pringles Original #90,DRY,DRY-R16-C39,72,1.81,electro
SKU-0897,Bloques de Construcción #42,DRY,DRY-R17-C30,442,6.91,limpieza
SKU-0898,Papel Toalla x6 #87,DRY,DRY-R17-C55,306,3.61,libros
SKU-0899,Audífonos Bluetooth #66,DRY,DRY-R29-C33,8,9.04,electro
SKU-0900,Helado de Vainilla 1L #89,TC,TC-R6-C18,221,2.83,bebidas_frias
SKU-0901,Mantequilla con sal 200g #17,TC,TC-R20-C18,47,1.81,carnes
SKU-0902,Muñeca de Moda #87,DRY,DRY-R20-C45,49,5.0,juguetes
SKU-0903,Salchicha Viena x10 #30,TC,TC-R31-C18,179,1.49,farmacia
SKU-0904,Muñeca de Moda #81,DRY,DRY-R11-C39,388,14.5,hogar
SKU-0905,Jabón Lavavajillas 500ml #48,DRY,DRY-R16-C46,199,5.56,limpieza
SKU-0906,Audífonos Bluetooth #80,DRY,DRY-R13-C33,73,4.43,libros
SKU-0907,Vacuna Gripe A #77,TC,TC-R13-C12,188,2.67,congelados
SKU-0908,Queso Edam 500g #83,TC,TC-R31-C20,145,4.9,lacteos
SKU-0909,Bloques de Construcción #46,DRY,DRY-R6-C52,167,9.15,electro
SKU-0910,Insulina Rápida #26,TC,TC-R30-C17,143,2.86,bebidas_frias
SKU-0911,Sartén Antiadherente 24cm #33,DRY,DRY-R10-C42,104,10.64,electro
SKU-0912,Cerveza Premium 6pack #90,TC,TC-R5-C23,227,0.68,lacteos
SKU-0913,Bebida Energética 500ml #62,TC,TC-R29-C2,153,1.74,bebidas_frias
SKU-0914,Papel Toalla x6 #91,DRY,DRY-R7-C40,135,10.37,abarrotes
SKU-0915,Papas Pringles Original #74,DRY,DRY-R17-C58,8,4.89,snacks
SKU-0916,Vacuna Gripe A #60,TC,TC-R28-C20,17,2.89,congelados
SKU-0917,Ch chocolates Milk 100g #53,DRY,DRY-R32-C54,413,13.75,abarrotes
SKU-0918,Agua Mineral Fria 1.5L #29,TC,TC-R6-C18,231,2.36,carnes
SKU-0919,Cargador Carga Rápida #62,DRY,DRY-R34-C31,158,12.53,snacks
SKU-0920,Ch chocolates Milk 100g #81,DRY,DRY-R32-C57,300,0.33,juguetes
SKU-0921,Café Instantáneo 200g #18,DRY,DRY-R11-C37,20,4.24,libros
SKU-0922,Salchicha Viena x10 #83,TC,TC-R26-C17,162,2.01,farmacia
SKU-0923,Vacuna Gripe A #14,TC,TC-R29-C8,137,2.13,congelados
